name,publisher,pid,pid_update,accessService,dataUseRequirements,dataUseLimitation,Mapped
NIHR Nottingham Digestive Diseases Collection,TISSUE DIRECTORY,f20bf814-ee80-4e67-ab00-afff884ddbb4,"""f20bf814-ee80-4e67-ab00-afff884ddbb4"",",,[],[],Varies based on project
NIMRAD-TRANS,TISSUE DIRECTORY,039b55f7-d416-49ab-9bdb-4ff7dbc733df,"""039b55f7-d416-49ab-9bdb-4ff7dbc733df"",",,[],[],Varies based on project
National Diet and Nutrition Survey (NDNS),TISSUE DIRECTORY,f86400cb-7cab-4e34-aab6-57138b6a96c2,"""f86400cb-7cab-4e34-aab6-57138b6a96c2"",",,[],[],Varies based on project
National Unified Renal Translational Research Enterprise (NURTuRE),TISSUE DIRECTORY,15f07cef-f4cc-4a50-90bc-9fd40f8b6327,"""15f07cef-f4cc-4a50-90bc-9fd40f8b6327"",",,[],[],Varies based on project
Northern Ireland Biobank (NIB),TISSUE DIRECTORY,c6e1ea88-f5bf-4a57-953f-688f313fcb04,"""c6e1ea88-f5bf-4a57-953f-688f313fcb04"",",,[],[],Varies based on project
Obesity Research Biobank Syndicate (ORBiS),TISSUE DIRECTORY,264a1987-a8cb-4a83-81e0-70b4c3893b7d,"""264a1987-a8cb-4a83-81e0-70b4c3893b7d"",",,[],[],Varies based on project
"Oncology Clinical Trials Office, University of Oxford",TISSUE DIRECTORY,4a65f6d6-f2e4-4d98-a3a4-94a32206836d,"""4a65f6d6-f2e4-4d98-a3a4-94a32206836d"",",,[],[],Varies based on project
Oxford Musculoskeletal Biobank,TISSUE DIRECTORY,ccd6e59d-3582-4f47-a4cd-f5845192d75c,"""ccd6e59d-3582-4f47-a4cd-f5845192d75c"",",,[],[],Varies based on project
PHOENIX DDR-Anti-PD-L1 Trial,TISSUE DIRECTORY,df94730b-374b-4d91-8116-1c10a7c77c4e,"""df94730b-374b-4d91-8116-1c10a7c77c4e"",",,[],[],Varies based on project
PHOTO Translational bladder cancer biorepository,TISSUE DIRECTORY,07d1b768-78f6-41e8-995a-66afd2549b34,"""07d1b768-78f6-41e8-995a-66afd2549b34"",",,[],[],Varies based on project
POUT-T,TISSUE DIRECTORY,c6e0e70e-7f23-4a44-a2cf-1d7d87be7808,"""c6e0e70e-7f23-4a44-a2cf-1d7d87be7808"",",,[],[],Varies based on project
PTCL Biobank,TISSUE DIRECTORY,19fa25a7-c15d-441c-b635-ad49043e7a96,"""19fa25a7-c15d-441c-b635-ad49043e7a96"",",,[],[],Varies based on project
Public Health England Seroepidemiology Unit,TISSUE DIRECTORY,89497432-17e0-49f4-96a4-65ef57d07701,"""89497432-17e0-49f4-96a4-65ef57d07701"",",,[],[],Varies based on project
RAPPER,TISSUE DIRECTORY,76d26f0f-0136-4ae5-8be9-37782a70bac5,"""76d26f0f-0136-4ae5-8be9-37782a70bac5"",",,[],[],Varies based on project
RATHL Trial,TISSUE DIRECTORY,e5ec63dd-4da5-4119-99c8-5cc79045618c,"""e5ec63dd-4da5-4119-99c8-5cc79045618c"",",,[],[],Varies based on project
REQUITE,TISSUE DIRECTORY,b5217dcb-582f-4914-ae45-9eb3899add30,"""b5217dcb-582f-4914-ae45-9eb3899add30"",",,[],[],Varies based on project
RIO,TISSUE DIRECTORY,18bc81e3-7d99-4152-bd7a-3c90ee7e489d,"""18bc81e3-7d99-4152-bd7a-3c90ee7e489d"",",,[],[],Varies based on project
Research Donors Ltd,TISSUE DIRECTORY,fcb62cb3-c876-47a3-961e-fb27c6f718fa,"""fcb62cb3-c876-47a3-961e-fb27c6f718fa"",",,[],[],Varies based on project
SCOT translational sample collection,TISSUE DIRECTORY,b3b790a7-a455-4efb-9c68-60e7131cb836,"""b3b790a7-a455-4efb-9c68-60e7131cb836"",",,[],[],Varies based on project
STAMPEDE,TISSUE DIRECTORY,71eb0192-1124-4b27-86e4-1139e0047a02,"""71eb0192-1124-4b27-86e4-1139e0047a02"",",,[],[],Varies based on project
SWIFT-RTB,TISSUE DIRECTORY,d387ed7c-14fa-49e2-8ced-df0f9372eb88,"""d387ed7c-14fa-49e2-8ced-df0f9372eb88"",",,[],[],Varies based on project
Scottish Human Papillomavirus Archive,TISSUE DIRECTORY,4883530f-1c8d-49aa-886e-ea3b958772ea,"""4883530f-1c8d-49aa-886e-ea3b958772ea"",",,[],[],Varies based on project
Sectra PACS,BARTS HEALTH,10bf4c08-6702-44fe-8faa-1280dea6b0c9,"""10bf4c08-6702-44fe-8faa-1280dea6b0c9"",",,[],[],"Not reported/to be confirmed"
Sheffield Brain Tissue Bank (SBTB),TISSUE DIRECTORY,bdda7221-7c02-4ced-b7a8-3806a073d981,"""bdda7221-7c02-4ced-b7a8-3806a073d981"",",,[],[],Varies based on project
Somerset Cancer Registry,BARTS HEALTH,3ec5f1c4-95c0-4b1d-899b-399cec32ad49,"""3ec5f1c4-95c0-4b1d-899b-399cec32ad49"",",,[],[],"Not reported/to be confirmed"
"St Thomas' Hospitals Plasma, serum & DNA Bio bank from patients with antiphospholipid antibodies",TISSUE DIRECTORY,425f4534-51c4-4f75-8ca0-d7c731dbd903,"""425f4534-51c4-4f75-8ca0-d7c731dbd903"",",,[],[],Varies based on project
TNT: Triple Negative breast cancer Trial,TISSUE DIRECTORY,5f4c825d-d6c3-453e-9667-8cdf2329b6e1,"""5f4c825d-d6c3-453e-9667-8cdf2329b6e1"",",,[],[],Varies based on project
TRICON8,TISSUE DIRECTORY,85113a93-89ed-40e3-a479-33b461b91858,"""85113a93-89ed-40e3-a479-33b461b91858"",",,[],[],Varies based on project
TRICON8B,TISSUE DIRECTORY,ff875c08-58e6-4e33-8ffe-6f51c8364333,"""ff875c08-58e6-4e33-8ffe-6f51c8364333"",",,[],[],Varies based on project
Tayside Biorepository,TISSUE DIRECTORY,6ac9b356-00f1-49da-825a-6eb04d18e49d,"""6ac9b356-00f1-49da-825a-6eb04d18e49d"",",,[],[],Varies based on project
The Cleft Collective,TISSUE DIRECTORY,12288034-00a4-47a8-a779-1cf7a55270e4,"""12288034-00a4-47a8-a779-1cf7a55270e4"",",,[],[],Varies based on project
The Leicester City and County Chronic Kidney Disease Cohort,UNIVERSITY HOSPITALS OF LEICESTER,4dfec37d-dd24-465f-85ea-30209aff3a26,"""4dfec37d-dd24-465f-85ea-30209aff3a26"",",,[],[],"Not reported/to be confirmed"
The PEACE Study,TISSUE DIRECTORY,33b1a989-5f61-412e-bdae-b551c92d1ed6,"""33b1a989-5f61-412e-bdae-b551c92d1ed6"",",,[],[],Varies based on project
The Primary-Secondary Care Partnership to Improve Outcomes in Chronic Kidney Disease,UNIVERSITY HOSPITALS OF LEICESTER,d472a895-8587-4503-956e-3bd66d990979,"""d472a895-8587-4503-956e-3bd66d990979"",",,[],[],"Not reported/to be confirmed"
Tissue Access for Patient Benefit (TAPb),TISSUE DIRECTORY,35985f8e-f01a-41cc-a9e2-30299d3d6eed,"""35985f8e-f01a-41cc-a9e2-30299d3d6eed"",",,[],[],Varies based on project
Tommy's National Reproductive Health Biobank,TISSUE DIRECTORY,20639743-9a28-43dd-a8af-7571ece2a7f8,"""20639743-9a28-43dd-a8af-7571ece2a7f8"",",,[],[],Varies based on project
UCL / UCLH Biobank for Studying Health and Disease,TISSUE DIRECTORY,ce533c67-5565-4010-bedf-dca3863a9084,"""ce533c67-5565-4010-bedf-dca3863a9084"",",,[],[],Varies based on project
UCL Infection DNA Bank,TISSUE DIRECTORY,3e5fb54a-84ec-4888-9a72-4093c6e90dbc,"""3e5fb54a-84ec-4888-9a72-4093c6e90dbc"",",,[],[],Varies based on project
UK CLL Trials Biobank,TISSUE DIRECTORY,636e216a-072b-4c8b-b867-23b7666d2cb2,"""636e216a-072b-4c8b-b867-23b7666d2cb2"",",,[],[],Varies based on project
UK ME/CFS Biobank,TISSUE DIRECTORY,d0694e15-b6ba-4a95-962a-dbf627ca207c,"""d0694e15-b6ba-4a95-962a-dbf627ca207c"",",,[],[],Varies based on project
UK MND Collections,TISSUE DIRECTORY,89e2d798-c488-4eaf-a50f-a93616093304,"""89e2d798-c488-4eaf-a50f-a93616093304"",",,[],[],Varies based on project
UK primary Sjogren's syndrome Registry,TISSUE DIRECTORY,38fe1a10-ebf9-4dc1-8c35-2e7b33b1f6b5,"""38fe1a10-ebf9-4dc1-8c35-2e7b33b1f6b5"",",,[],[],Varies based on project
UK real-world lymphoid tissue bank,TISSUE DIRECTORY,c9f82f86-79e1-4067-932f-5e6dc939006d,"""c9f82f86-79e1-4067-932f-5e6dc939006d"",",,[],[],Varies based on project
UKALL14 Trial,TISSUE DIRECTORY,b5533cb5-0c59-495b-9b11-3c401daeb958,"""b5533cb5-0c59-495b-9b11-3c401daeb958"",",,[],[],Varies based on project
UKCTOCS Longitudinal Women's Cohort (UKLWC),TISSUE DIRECTORY,e0b951ba-0f7d-4743-9374-b965042accdd,"""e0b951ba-0f7d-4743-9374-b965042accdd"",",,[],[],Varies based on project
UNIRAD UK Sample collection,TISSUE DIRECTORY,a1d16f3f-c7e7-41c5-a071-07889bf49ab1,"""a1d16f3f-c7e7-41c5-a071-07889bf49ab1"",",,[],[],Varies based on project
University of Liverpool - GCP Laboratory Facility,TISSUE DIRECTORY,029b7f0f-911e-46ce-837f-031959f067da,"""029b7f0f-911e-46ce-837f-031959f067da"",",,[],[],Varies based on project
University of Southampton Faculty of Medicine Tissue Bank,TISSUE DIRECTORY,786563e9-5377-4d18-8d32-65ff14d53987,"""786563e9-5377-4d18-8d32-65ff14d53987"",",,[],[],Varies based on project
VinCaP,TISSUE DIRECTORY,e57dd7a2-3c5c-4285-8001-8e2589c395e9,"""e57dd7a2-3c5c-4285-8001-8e2589c395e9"",",,[],[],Varies based on project
Wales Cancer Bank,TISSUE DIRECTORY,37886fb5-d0ae-400f-89eb-78664897bcf2,"""37886fb5-d0ae-400f-89eb-78664897bcf2"",",,[],[],Varies based on project
Watch and Wait Trial,TISSUE DIRECTORY,e46dccbf-484d-45d2-a42a-4d308b87c113,"""e46dccbf-484d-45d2-a42a-4d308b87c113"",",,[],[],Varies based on project
York Tissue Bank,TISSUE DIRECTORY,71e898d1-db8c-4887-a605-dd6336b92a34,"""71e898d1-db8c-4887-a605-dd6336b92a34"",",,[],[],Varies based on project
interNational Anaplastic Thyroid Cancer Tissue Bank (iNATT),TISSUE DIRECTORY,5ef75d71-73ce-4451-9d7a-a39dd82b712f,"""5ef75d71-73ce-4451-9d7a-a39dd82b712f"",",,[],[],Varies based on project
plasmaMATCH,TISSUE DIRECTORY,5618f65d-23fc-4bd5-9a4c-73e4b330c3a6,"""5618f65d-23fc-4bd5-9a4c-73e4b330c3a6"",",,[],[],Varies based on project
Children’s Kidney Cancers - Great Ormond Street Hospital,DATA-CAN,3f71bef5-c5a2-400c-a482-2ad30b29a240,"""3f71bef5-c5a2-400c-a482-2ad30b29a240"",",Held within UCL Data Safe Haven - Access process has been detailed,"['COLLABORATION REQUIRED', 'ETHICS APPROVAL REQUIRED']",GENERAL RESEARCH USE,TRE/SDE
COVID-19 Staff Testing of Antibody Responses Study (Co-STARS),GREAT ORMOND STREET HOSPITAL,435bfcda-f378-44f6-9387-042d959eb945,"""435bfcda-f378-44f6-9387-042d959eb945"",",,PROJECT SPECIFIC RESTRICTIONS,RESEARCH USE ONLY,"Not reported/to be confirmed"
Comprehensive Patient Records for Cancer Outcomes,DATA-CAN,ce4582a8-0985-46c6-b95f-29a5de862d4a,"""ce4582a8-0985-46c6-b95f-29a5de862d4a"",","The Data Access will be from securely linked  primary- and secondary-care data, non-identifiable patient information from GP surgeries, community care units and hospital records repository, eg Leeds Teaching Hospitals NHS Trust (LTHT) , Data Request and access process.","['COLLABORATION REQUIRED', 'ETHICS APPROVAL REQUIRED']","['GENERAL RESEARCH USE', 'GENETIC STUDIES ONLY', 'RESEARCH SPECIFIC RESTRICTIONS', 'RESEARCH USE ONLY', 'NO LINKAGE']",Direct Access
COVIDsortium,UNIVERSITY COLLEGE LONDON,529f126b-660c-4c31-aeb2-765dac1d9df0,"""529f126b-660c-4c31-aeb2-765dac1d9df0"",","The transfer of samples and/or data will be subject to material and data transfer agreements between the recipient and each of the institutions participating in COVID-19 HCW Bioresource. Data sharing will be linked by COVID-19 HCW Bioresource unique identification number only and restricted to specific data fields required to undertake each approved pre-specified analysis. Data will be transferred by the provider to the recipient in an encrypted electronic format. The recipient will be mandated to have undertaken up to date information governance training and to use the data in accordance with GDPR principles. The recipient will ensure that the data are stored in a password protected encrypted format; are protected by up to date anti-virus and anti-malware software; are used solely to undertake the pre-specified analysis and will not be forwarded to a third party.

The use of all samples and data will be limited to the approved application for access and stipulated in the material and data transfer agreements between participating sites and investigators requesting access. Return of residual samples will be a condition of the material transfer agreements. All studies using COVID-19 HCW Bioresource will be required to submit annual reports to the Executive Committee and all the raw data obtained from access to COVID-19 HCW Bioresource samples must be deposited within the COVID-19 HCW Bioresource database.",[],[],Direct Access
Clinical response thresholds (acuity) in acutely unwell patients: onset-outcome,PIONEER,a9018475-452b-4864-bbc3-80eda2067820,"""a9018475-452b-4864-bbc3-80eda2067820"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,GENERAL RESEARCH USE,TRE/SDE
"Deeply phenotyped sepsis patients within hospital: onset, treatments & outcomes",PIONEER,38ff49e2-dffa-4103-87a8-386f9f424d22,"""38ff49e2-dffa-4103-87a8-386f9f424d22"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,GENERAL RESEARCH USE,TRE/SDE
"Deeply-phenotyped hospital COVID patients: severity, acuity, therapies, outcomes",PIONEER,16a09f1b-3654-4ec3-9913-fb70cb1e2364,"""16a09f1b-3654-4ec3-9913-fb70cb1e2364"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,RESEARCH USE ONLY,TRE/SDE
"Demography, interventions & outcomes of patients with Cerebrovascular Disease",PIONEER,ddf7f82f-b453-442d-b562-bb0157593831,"""ddf7f82f-b453-442d-b562-bb0157593831"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,GENERAL RESEARCH USE,TRE/SDE
Leeds-IQVIA Collaboration,DATA-CAN,00b897c7-d50d-486a-af1b-bd94821b58f7,"""00b897c7-d50d-486a-af1b-bd94821b58f7"",",Data Access Request Committee,"['COLLABORATION REQUIRED', 'ETHICS APPROVAL REQUIRED']",GENERAL RESEARCH USE,Varies based on project
"OMOP dataset: Hospital COVID patients: severity, acuity, therapies, outcomes",PIONEER,0eb789bb-0047-46ac-83ff-631f31e98da0,"""0eb789bb-0047-46ac-83ff-631f31e98da0"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,GENERAL RESEARCH USE,TRE/SDE
REal-time Assessment of Community Transmission (REACT-2),IMPERIAL COLLEGE LONDON,25003f25-384c-4264-9c8f-dd8734ee5595,"""25003f25-384c-4264-9c8f-dd8734ee5595"",",,[],[],"Not reported/to be confirmed"
Risk and outcomes of coagulopathies in acutely unwell adults,PIONEER,bf3fe16c-5377-4571-b5a5-7aa7e796594c,"""bf3fe16c-5377-4571-b5a5-7aa7e796594c"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",PROJECT SPECIFIC RESTRICTIONS,GENERAL RESEARCH USE,TRE/SDE
